LiH_frz_BK_sto3g,LiH_frz_JW_sto3g,NH_frz_BK_sto3g,NH_frz_JW_sto3g,amp
6.309876842403028e-05,7.306364668735466e-05,0.00022615759849031747,0.0002695088592478134,0.6
0.0001983560109923843,0.0002293353958713329,0.0007064128065387143,0.0008389714339496201,0.8
0.00048092893960072214,0.0005549586197597378,0.001698807365718924,0.0020086347776472335,1.0
0.000988829868333152,0.0011383122047035066,0.0034584172318894435,0.004066507891357873,1.2
0.0018135851819687243,0.002081812446497744,0.006269714082308808,0.0073227979337885385,1.4
0.0030580263410975306,0.003498729375708609,0.010432502482509154,0.012088783748694931,1.6
0.004833762979732481,0.005509603724688117,0.016247218842457833,0.01865544715029077,1.8
